Entry,Reaction Name,Description,Pathway IDs
R05879,17-O-acetylnorajmaline:NADP+ oxidoreductase,"17-O-Acetylnorajmaline + NADP+ <=> 1,2-Dihydrovomilenine + NADPH + H+","Indole alkaloid biosynthesis,Biosynthesis of secondary metabolites"
R05880,17-O-acetylnorajmaline O-acetylhydrolase,17-O-Acetylnorajmaline + H2O <=> Norajmaline + Acetate,"Indole alkaloid biosynthesis,Biosynthesis of secondary metabolites"
R05881,S-adenosyl-L-methionine:norajmaline N-methyltransferase,Norajmaline + S-Adenosyl-L-methionine <=> Ajmaline + S-Adenosyl-L-homocysteine,"Indole alkaloid biosynthesis,Biosynthesis of secondary metabolites"
R01401,methylthioadenosine methylthioribohydrolase,5'-Methylthioadenosine + H2O <=> Adenine + 5-Methylthio-D-ribose,Cysteine and methionine metabolism
R04143,ATP:S5-methyl-5-thio-D-ribose 1-phosphotransferase,ATP + 5-Methylthio-D-ribose <=> ADP + S-Methyl-5-thio-D-ribose 1-phosphate,Cysteine and methionine metabolism
R01402,S-methyl-5'-thioadenosine:phosphate S-methyl-5-thio-alpha-D-ribosyl-transferase,5'-Methylthioadenosine + Orthophosphate <=> Adenine + S-Methyl-5-thio-D-ribose 1-phosphate,Cysteine and methionine metabolism
R04420,5-methylthio-5-deoxy-D-ribose-1-phosphate ketol-isomerase,S-Methyl-5-thio-D-ribose 1-phosphate <=> S-Methyl-5-thio-D-ribulose 1-phosphate,Cysteine and methionine metabolism
R07392,S-methyl-5-thio-D-ribulose-1-phosphate hydro-lyase,"S-Methyl-5-thio-D-ribulose 1-phosphate <=> 2,3-Diketo-5-methylthiopentyl-1-phosphate + H2O",Cysteine and methionine metabolism
R07395,"5-(methylthio)-2,3-dioxopentyl-phosphate phosphohydrolase (isomerizing)","2,3-Diketo-5-methylthiopentyl-1-phosphate + H2O <=> 1,2-Dihydroxy-5-(methylthio)pent-1-en-3-one + Orthophosphate",Cysteine and methionine metabolism
R07393,"2,3-diketo-5-methylthiopentyl-1-phosphate keto---enol-isomerase","2,3-Diketo-5-methylthiopentyl-1-phosphate <=> 2-Hydroxy-3-keto-5-methylthiopentenyl-1-phosphate",Cysteine and methionine metabolism
R07394,2-hydroxy-5-(methylthio)-3-oxopent-1-enyl phosphate phosphohydrolase,"2-Hydroxy-3-keto-5-methylthiopentenyl-1-phosphate + H2O <=> 1,2-Dihydroxy-5-(methylthio)pent-1-en-3-one + Orthophosphate",Cysteine and methionine metabolism
R07364,"1,2-dihydroxy-5-(methylthio)pent-1-en-3-one:oxygen oxidoreductase (formate-forming)","1,2-Dihydroxy-5-(methylthio)pent-1-en-3-one + Oxygen <=> 4-Methylthio-2-oxobutanoic acid + Formate",Cysteine and methionine metabolism
R07396,,4-Methylthio-2-oxobutanoic acid + L-Glutamate <=> L-Methionine + 2-Oxoglutarate,Cysteine and methionine metabolism
R12507,L-glutamine:4-(methylsulfanyl)-2-oxobutanoate aminotransferase,L-Glutamine + 4-Methylthio-2-oxobutanoic acid <=> 2-Oxoglutaramate + L-Methionine,Cysteine and methionine metabolism
R10225,(+)-lariciresinol:NADP+ oxidoreductase,Lariciresinol + NADP+ <=> (+)-Pinoresinol + NADPH + H+,"Biosynthesis of various plant secondary metabolites,Biosynthesis of secondary metabolites"
R10129,(-)-secoisolariciresinol:NAD+ oxidoreductase,Secoisolariciresinol + 2 NAD+ <=> Matairesinol + 2 NADH + 2 H+,"Biosynthesis of various plant secondary metabolites,Biosynthesis of secondary metabolites"
R11222,"(-)-matairesinol,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (methylenedioxy-bridge-forming)",Matairesinol + [Reduced NADPH---hemoprotein reductase] + Oxygen <=> Pluviatolide + [Oxidized NADPH---hemoprotein reductase] + 2 H2O,"Biosynthesis of various plant secondary metabolites,Biosynthesis of secondary metabolites"
R11230,S-adenosyl-L-methionine:(-)-pluviatolide 4-O-methyltransferase,S-Adenosyl-L-methionine + Pluviatolide <=> S-Adenosyl-L-homocysteine + Bursehernin,"Biosynthesis of various plant secondary metabolites,Biosynthesis of secondary metabolites"
R11211,"(-)-bursehernin,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (5'-hydroxylating)",Bursehernin + [Reduced NADPH---hemoprotein reductase] + Oxygen <=> (-)-5'-Demethylyatein + [Oxidized NADPH---hemoprotein reductase] + H2O,"Biosynthesis of various plant secondary metabolites,Biosynthesis of secondary metabolites"
R11545,S-adenosyl-L-methionine:(-)-5'-demethylyatein 5'-O-methyltransferase,S-Adenosyl-L-methionine + (-)-5'-Demethylyatein <=> S-Adenosyl-L-homocysteine + Dihydroanhydropodorhizol,"Biosynthesis of various plant secondary metabolites,Biosynthesis of secondary metabolites"
R11210,"(-)-yatein,2-oxoglutarate:oxygen oxidoreductase (ring-forming)",Dihydroanhydropodorhizol + 2-Oxoglutarate + Oxygen <=> Deoxypodophyllotoxin + Succinate + CO2 + H2O,"Biosynthesis of various plant secondary metabolites,Biosynthesis of secondary metabolites"
R09697,"UDP-N-acetylglucosamine hydro-lyase (inverting; UDP-2-acetamido-2,6-dideoxy-beta-L-arabino-hexos-4-ulose-forming)","UDP-N-acetyl-alpha-D-glucosamine <=> UDP-2-acetamido-2,6-dideoxy-beta-L-arabino-hexos-4-ulose + H2O","Biosynthesis of various nucleotide sugars,Biosynthesis of nucleotide sugars"
R12553,,"UDP-2-acetamido-2,6-dideoxy-beta-L-arabino-hexos-4-ulose <=> UDP-2-acetamido-2,6-dideoxy-beta-L-lyxo-4-hexulose","Biosynthesis of various nucleotide sugars,Biosynthesis of nucleotide sugars"
R10676,"UDP-2-acetamido-2,6-dideoxy-beta-L-talose 2-epimerase","UDP-2-acetamido-2,6-dideoxy-beta-L-talose <=> UDP-N-acetyl-beta-L-fucosamine","Biosynthesis of various nucleotide sugars,Biosynthesis of nucleotide sugars"
R12584,,"UDP-N-acetyl-beta-L-fucosamine <=> UDP-2,6-dideoxy-2-acetamidino-beta-L-galactose","Biosynthesis of various nucleotide sugars,Biosynthesis of nucleotide sugars"
R01021,ATP:choline phosphotransferase,ATP + Choline <=> ADP + Choline phosphate,"Teichoic acid biosynthesis,Glycerophospholipid metabolism"
R01890,CTP:choline-phosphate cytidylyltransferase,CTP + Choline phosphate <=> Diphosphate + CDP-choline,"Teichoic acid biosynthesis,Glycerophospholipid metabolism"
R01321,"CDP-choline:1,2-diacyl-sn-glycerol cholinephosphotransferase","CDP-choline + 1,2-Diacyl-sn-glycerol <=> CMP + Phosphatidylcholine",Glycerophospholipid metabolism
R01523,ATP:D-ribulose-5-phosphate 1-phosphotransferase,"ATP + D-Ribulose 5-phosphate <=> ADP + D-Ribulose 1,5-bisphosphate","Carbon fixation by Calvin cycle,Microbial metabolism in diverse environments,Carbon metabolism"
R00024,"3-phospho-D-glycerate carboxy-lyase (dimerizing; D-ribulose-1,5-bisphosphate-forming)","D-Ribulose 1,5-bisphosphate + CO2 + H2O <=> 2 3-Phospho-D-glycerate","Carbon fixation by Calvin cycle,Microbial metabolism in diverse environments,Carbon metabolism"
R01068,"D-fructose-1,6-bisphosphate D-glyceraldehyde-3-phosphate-lyase (glycerone-phosphate-forming)","D-Fructose 1,6-bisphosphate <=> Glycerone phosphate + D-Glyceraldehyde 3-phosphate","Glycolysis / Gluconeogenesis,Pentose phosphate pathway,Fructose and mannose metabolism,Methane metabolism,Carbon fixation by Calvin cycle,Biosynthesis of secondary metabolites,Microbial metabolism in diverse environments,Carbon metabolism,Biosynthesis of amino acids"
R00762,"D-fructose-1,6-bisphosphate 1-phosphohydrolase","D-Fructose 1,6-bisphosphate + H2O <=> D-Fructose 6-phosphate + Orthophosphate","Glycolysis / Gluconeogenesis,Pentose phosphate pathway,Fructose and mannose metabolism,Methane metabolism,Carbon fixation by Calvin cycle,Biosynthesis of secondary metabolites,Microbial metabolism in diverse environments,Carbon metabolism"
R01845,"sedoheptulose 1,7-bisphosphate 1-phosphohydrolase","Sedoheptulose 1,7-bisphosphate + H2O <=> Sedoheptulose 7-phosphate + Orthophosphate","Carbon fixation by Calvin cycle,Microbial metabolism in diverse environments,Carbon metabolism"
R12090,chanoclavine-I aldehyde:NAD+ oxidoreductase,Dihydrochanoclavine-I aldehyde + NADP+ <=> Chanoclavine-I aldehyde + NADPH + H+,"Indole alkaloid biosynthesis,Biosynthesis of secondary metabolites"
R10163,festuclavine:NAD+ oxidoreductase,"Festuclavine + NAD+ <=> 6,8-Dimethyl-6,7-didehydroergoline + NADH + H+","Indole alkaloid biosynthesis,Biosynthesis of secondary metabolites"
R10200,acetyl-CoA:fumigaclavine B O-acetyltransferase,Acetyl-CoA + Fumigaclavine B <=> CoA + Fumigaclavine A,"Indole alkaloid biosynthesis,Biosynthesis of secondary metabolites"
R10201,dimethylallyl-diphosphate:fumigaclavine A dimethylallyltransferase,Fumigaclavine A + Dimethylallyl diphosphate <=> Fumigaclavine C + Diphosphate,"Indole alkaloid biosynthesis,Biosynthesis of secondary metabolites"
R04371,homoisocitrate hydro-lyase,"Homoisocitrate <=> (Z)-But-1-ene-1,2,4-tricarboxylate + H2O","Lysine biosynthesis,Biosynthesis of secondary metabolites,Microbial metabolism in diverse environments,2-Oxocarboxylic acid metabolism,Biosynthesis of amino acids"
R01939,L-2-aminoadipate:2-oxoglutarate aminotransferase,L-2-Aminoadipate + 2-Oxoglutarate <=> 2-Oxoadipate + L-Glutamate,"Lysine biosynthesis,Lysine degradation,Biosynthesis of secondary metabolites,Microbial metabolism in diverse environments,2-Oxocarboxylic acid metabolism,Biosynthesis of amino acids"
R03098,L-2-aminoadipate-6-semialdehyde:NADP+ 6-oxidoreductase;,L-2-Aminoadipate + ATP <=> L-2-Aminoadipate adenylate + Diphosphate,"Lysine biosynthesis,Biosynthesis of secondary metabolites"
R02315,"N6-(L-1,3-dicarboxypropyl)-L-lysine:NADP+ oxidoreductase","N6-(L-1,3-Dicarboxypropyl)-L-lysine + NADP+ + H2O <=> L-Glutamate + L-2-Aminoadipate 6-semialdehyde + NADPH + H+","Lysine biosynthesis,Lysine degradation,Biosynthesis of secondary metabolites,Biosynthesis of amino acids"
R00715,"N6-(L-1,3-dicarboxypropyl)-L-lysine:NAD+ oxidoreductase (L-lysine-forming)","N6-(L-1,3-Dicarboxypropyl)-L-lysine + NAD+ + H2O <=> L-Lysine + 2-Oxoglutarate + NADH + H+","Lysine biosynthesis,Lysine degradation,Biosynthesis of secondary metabolites,Biosynthesis of amino acids"
R03430,"D-myo-inositol 1,3,4,5-tetrakisphosphate 5-phosphohydrolase","1D-myo-Inositol 1,3,4,5-tetrakisphosphate + H2O <=> 1D-myo-Inositol 1,3,4-trisphosphate + Orthophosphate",Inositol phosphate metabolism
R03427,"D-myo-inositol 1,3,4-trisphosphate 1-phosphohydrolase","1D-myo-Inositol 1,3,4-trisphosphate + H2O <=> D-myo-Inositol 3,4-bisphosphate + Orthophosphate",Inositol phosphate metabolism
R04372,"D-myo-inositol-3,4-bisphosphate 4-phosphohydrolase","D-myo-Inositol 3,4-bisphosphate + H2O <=> 1D-myo-Inositol 3-phosphate + Orthophosphate",Inositol phosphate metabolism
R01187,1D-myo-inositol 3-phosphate phosphohydrolase,1D-myo-Inositol 3-phosphate + H2O <=> myo-Inositol + Orthophosphate,"Streptomycin biosynthesis,Inositol phosphate metabolism,Biosynthesis of secondary metabolites"
R09775,LysW:L-2-aminoadipate ligase (ADP-forming);,L-2-Aminoadipate + alpha-Aminoadipate carrier protein LysW + ATP <=> LysW-gamma-L-alpha-aminoadipate + ADP + Orthophosphate,"Lysine biosynthesis,2-Oxocarboxylic acid metabolism,Biosynthesis of amino acids"
R09776,ATP:LysW-gamma-L-alpha-aminoadipate 6-phosphotransferase,LysW-gamma-L-alpha-aminoadipate + ATP <=> LysW-gamma-L-alpha-aminoadipyl 6-phosphate + ADP,"Lysine biosynthesis,2-Oxocarboxylic acid metabolism,Biosynthesis of amino acids"
R09777,LysW-gamma-L-alpha-aminoadipate 6-semialdehyde:NADP+ 6-oxidoreductase (phosphorylating),LysW-gamma-L-alpha-aminoadipyl 6-phosphate + NADPH + H+ <=> LysW-gamma-L-alpha-aminoadipate 6-semialdehyde + NADP+ + Orthophosphate,"Lysine biosynthesis,2-Oxocarboxylic acid metabolism,Biosynthesis of amino acids"
R09778,LysW-gamma-L-lysine:2-oxoglutarate 6-aminotransferase,LysW-gamma-L-alpha-aminoadipate 6-semialdehyde + L-Glutamate <=> LysW-gamma-L-lysine + 2-Oxoglutarate,"Lysine biosynthesis,2-Oxocarboxylic acid metabolism,Biosynthesis of amino acids"
R09779,LysW-gamma-L-lysine amidohydrolase,LysW-gamma-L-lysine + H2O <=> L-Lysine + alpha-Aminoadipate carrier protein LysW,"Lysine biosynthesis,2-Oxocarboxylic acid metabolism,Biosynthesis of amino acids"
R04305,4-hydroxyphenylacetaldehyde hydro-lyase (adding dopamine),4-Hydroxyphenylacetaldehyde + Dopamine <=> (S)-Norcoclaurine + H2O,"Isoquinoline alkaloid biosynthesis,Biosynthesis of secondary metabolites"
R05123,S-adenosyl-L-methionine:(RS)-norcoclaurine 6-O-methyltransferase,S-Adenosyl-L-methionine + (S)-Norcoclaurine <=> S-Adenosyl-L-homocysteine + (S)-Coclaurine,"Isoquinoline alkaloid biosynthesis,Biosynthesis of secondary metabolites"
R04692,S-adenosyl-L-methionine:(S)-coclaurine-N-methyltransferase,S-Adenosyl-L-methionine + (S)-Coclaurine <=> S-Adenosyl-L-homocysteine + (S)-N-Methylcoclaurine + H+,"Isoquinoline alkaloid biosynthesis,Biosynthesis of secondary metabolites"
R05732,"(S)-N-methylcoclaurine,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (3'-hydroxylating)",(S)-N-Methylcoclaurine + [Reduced NADPH---hemoprotein reductase] + Oxygen <=> 3'-Hydroxy-N-methyl-(S)-coclaurine + [Oxidized NADPH---hemoprotein reductase] + H2O,"Isoquinoline alkaloid biosynthesis,Biosynthesis of secondary metabolites"
R03832,S-adenosyl-L-methionine:3'-hydroxy-N-methyl-(S)-coclaurine 4'-O-methyltransferase,S-Adenosyl-L-methionine + 3'-Hydroxy-N-methyl-(S)-coclaurine <=> S-Adenosyl-L-homocysteine + (S)-Reticuline + H+,"Isoquinoline alkaloid biosynthesis,Biosynthesis of secondary metabolites"
R11412,,Acetyl-CoA + 3 Malonyl-CoA + Acyl-carrier protein <=> Orsellinate-[acp] + 4 CoA + 3 CO2 + H2O,"Biosynthesis of enediyne antibiotics,Biosynthesis of secondary metabolites"
R11413,S-adenosyl-L-methionine:orsellinate-[acp] O-methyltransferase,S-Adenosyl-L-methionine + Orsellinate-[acp] <=> S-Adenosyl-L-homocysteine + 2-Methoxyorsellinate-[acp],"Biosynthesis of enediyne antibiotics,Biosynthesis of secondary metabolites"
R11414,,2-Methoxyorsellinate-[acp] + Iodide <=> 5-Iodo-2-methoxyorsellinate-[acp],"Biosynthesis of enediyne antibiotics,Biosynthesis of secondary metabolites"
R11415,,5-Iodo-2-methoxyorsellinate-[acp] <=> 3-Hydroxy-5-iodo-2-methoxyorsellinate-[acp],"Biosynthesis of enediyne antibiotics,Biosynthesis of secondary metabolites"
R11416,S-adenosyl-L-methionine:3-hydroxy-5-iodo-2-methoxyorsellinate-[acp] O-methyltransferase,"S-Adenosyl-L-methionine + 3-Hydroxy-5-iodo-2-methoxyorsellinate-[acp] <=> S-Adenosyl-L-homocysteine + 5-Iodo-2,3-dimethoxyorsellinate-[acp]","Biosynthesis of enediyne antibiotics,Biosynthesis of secondary metabolites"
R11417,"dTDP-4-hydroxyamino-4,6-dideoxy-alpha-D-glucose:calicheamicinone 4-hydroxyamino-4,6-dideoxy-alpha-D-glucosyltransferase","dTDP-4-hydroxyamino-4,6-dideoxy-alpha-D-glucose + Calicheamicinone <=> dTDP + Calicheamicin T0","Biosynthesis of enediyne antibiotics,Biosynthesis of secondary metabolites"
R11418,dTDP-4-deoxy-4-thio-alpha-D-digitoxose:calicheamicin-T0 4-deoxy-4-thio-alpha-D-digitoxosyltransferase,dTDP-4-deoxy-4-thio-alpha-D-digitoxose + Calicheamicin T0 <=> dTDP + 4-Deoxy-4-thio-alpha-D-digitoxosyl-calicheamicin T0,"Biosynthesis of enediyne antibiotics,Biosynthesis of secondary metabolites"
R11419,,"4-Deoxy-4-thio-alpha-D-digitoxosyl-calicheamicin T0 + 5-Iodo-2,3-dimethoxyorsellinate-[acp] <=> Calicheamicin PsAg + Acyl-carrier protein","Biosynthesis of enediyne antibiotics,Biosynthesis of secondary metabolites"
R11420,"dTDP-4-ethylamino-3-O-methyl-2,4-dideoxy-L-threo-pentopyranose:calicheamicin-PsAg 4-ethylamino-3-O-methyl-2,4-dideoxy-L-threo-pentosyltransferase","dTDP-4-ethylamino-3-O-methyl-2,4-dideoxy-L-threo-pentopyranose + Calicheamicin PsAg <=> dTDP + Calicheamicin alpha1(I)","Biosynthesis of enediyne antibiotics,Biosynthesis of secondary metabolites"
R11422,dTDP-3'-O-methyl-beta-L-rhamnose:calicheamicin-alpha1(I) 3'-O-methyl-beta-L-rhamnosyltransferase,dTDP-3-O-methyl-beta-L-rhamnose + Calicheamicin alpha1(I) <=> dTDP + Calicheamicin gamma(1)I,"Biosynthesis of enediyne antibiotics,Biosynthesis of secondary metabolites"
R01482,D-glucuronate aldose-ketose-isomerase,D-Glucuronate <=> D-Fructuronate,Pentose and glucuronate interconversions
R02454,D-mannonate:NAD+ 5-oxidoreductase,D-Mannonate + NAD+ <=> D-Fructuronate + NADH + H+,Pentose and glucuronate interconversions
R05606,D-mannonate hydro-lyase,D-Mannonate <=> 2-Dehydro-3-deoxy-D-gluconate + H2O,Pentose and glucuronate interconversions
R00894,L-glutamate:L-cysteine gamma-ligase (ADP-forming),ATP + L-Glutamate + L-Cysteine <=> ADP + Orthophosphate + gamma-L-Glutamyl-L-cysteine,"Glutathione metabolism,Biosynthesis of cofactors"
R00497,gamma-L-glutamyl-L-cysteine:glycine ligase (ADP-forming),ATP + gamma-L-Glutamyl-L-cysteine + Glycine <=> ADP + Orthophosphate + Glutathione,"Glutathione metabolism,Biosynthesis of cofactors"
R05717,"AMP,sulfite:glutathione-disulfide oxidoreductase (adenosine-5'-phosphosulfate-forming)",AMP + Sulfite + Glutathione disulfide <=> Adenylyl sulfate + 2 Glutathione,"Sulfur metabolism,Microbial metabolism in diverse environments,Sulfur cycle"
R00859,hydrogen-sulfide:ferredoxin oxidoreductase,Hydrogen sulfide + 6 Oxidized ferredoxin + 3 H2O <=> Sulfite + 6 Reduced ferredoxin + 6 H+,"Sulfur metabolism,Microbial metabolism in diverse environments,Sulfur cycle"
R01530,D-arabinose-5-phosphate aldose-ketose-isomerase,D-Arabinose 5-phosphate <=> D-Ribulose 5-phosphate,"Biosynthesis of various nucleotide sugars,Biosynthesis of nucleotide sugars"
R03254,"phosphoenolpyruvate:D-arabinose-5-phosphate C-(1-carboxyvinyl)transferase (phosphate-hydrolysing, 2-carboxy-2-oxoethyl-forming);",3-Deoxy-D-manno-octulosonate 8-phosphate + Orthophosphate <=> Phosphoenolpyruvate + D-Arabinose 5-phosphate + H2O,"Biosynthesis of various nucleotide sugars,Biosynthesis of nucleotide sugars"
R03350,3-deoxy-D-manno-octulosonate-8-phosphate 8-phosphohydrolase,3-Deoxy-D-manno-octulosonate 8-phosphate + H2O <=> 3-Deoxy-D-manno-octulosonate + Orthophosphate,"Biosynthesis of various nucleotide sugars,Biosynthesis of nucleotide sugars"
R03351,CTP:3-deoxy-D-manno-octulosonate cytidylyltransferase,CTP + 3-Deoxy-D-manno-octulosonate <=> Diphosphate + CMP-3-deoxy-D-manno-octulosonate,"Biosynthesis of various nucleotide sugars,Biosynthesis of nucleotide sugars"
R00460,lysine racemase,L-Lysine <=> D-Lysine,"Lysine degradation,D-Amino acid metabolism,Microbial metabolism in diverse environments"
R13034,,D-Lysine <=> 6-Amino-2-oxohexanoate,"Lysine degradation,Microbial metabolism in diverse environments"
R02203,L-pipecolate:NADP+ 2-oxidoreductase,L-Pipecolate + NADP+ <=> Delta1-Piperideine-2-carboxylate + NADPH + H+,"Lysine degradation,Tropane, piperidine and pyridine alkaloid biosynthesis,Microbial metabolism in diverse environments"
R08414,,"(S)-2,3,4,5-Tetrahydropyridine-2-carboxylate <=> L-Pipecolate","Lysine degradation,Tropane, piperidine and pyridine alkaloid biosynthesis,Biosynthesis of secondary metabolites,Microbial metabolism in diverse environments"
R13037,,L-2-Aminoadipate 6-semialdehyde <=> L-2-Aminoadipate,"Lysine degradation,Microbial metabolism in diverse environments"
R13011,2-oxoadipate dioxygenase/carboxy lyase,2-Oxoadipate + Oxygen <=> (R)-2-Hydroxyglutarate + CO2,"Lysine degradation,Microbial metabolism in diverse environments"
R13036,,(R)-2-Hydroxyglutarate <=> 2-Oxoglutarate,"Lysine degradation,Microbial metabolism in diverse environments"
R02018,2'-deoxyuridine 5'-diphosphate:oxidized-thioredoxin 2'-oxidoreductase,dUDP + Thioredoxin disulfide + H2O <=> Thioredoxin + UDP,"Pyrimidine metabolism,Nucleotide metabolism"
R02331,ATP:dUDP phosphotransferase,ATP + dUDP <=> ADP + dUTP,"Pyrimidine metabolism,Nucleotide metabolism"
R02100,dUTP nucleotidohydrolase,dUTP + H2O <=> dUMP + Diphosphate,"Pyrimidine metabolism,Nucleotide metabolism"
